[表題行],部門,勘定科目,補助科目,日付,伝票No.,作業日付,仕訳番号,決算,調整,付箋１,付箋２,タイプ,生成元,部門,税区分,税計算区分,相手勘定科目,相手補助科目,相手部門,相手税区分,相手税計算区分,借方金額,借方税額,貸方金額,貸方税額,金額,残高,摘要,請求書区分,仕入税額控除,期日,番号,仕訳メモ
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911883,,NO,,,[振伝],,,,,前払費用,2月,,,,,,23600,,-23600,14327339,(一財)沖縄県青年会館　2/11会議室利用料　(同)ｼｴｽﾀ,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911884,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,275,,-275,14327064,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911885,,NO,,,[振伝],,,,,前払費用,3月,,,,,,56980,,-56980,14270084,㈱ｴｯｻﾑ　3/16会議室利用料　(同)ｼｴｽﾀ,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,149,令和7年1月21日,911886,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,14269644,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,185,令和7年1月10日,909062,,NO,,,[振伝],,,,,売掛金,㈱ｼﾞｪｲ･ｱｲ･ｴｽ(売上預け金),,,,656321,,,,656321,14925965,㈱ｼﾞｪｲ･ｱｲ･ｴｽ ﾃﾚｺﾑｸﾚｼﾞｯﾄ　ｸﾚｼﾞｯﾄｶｰﾄﾞ 売上預け金 12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,211,令和7年1月21日,912449,,NO,,,[振伝],,,,,諸口,,,,,,,54048,,-54048,14871917,児玉代表　経費精算　12月　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/24,211,令和7年1月21日,912451,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,共対仕入10%,内税,,,440,,-440,14871477,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/1/27,214,令和7年1月27日,912628,,NO,,,[振伝],,,,,きらぼし/ｻﾎﾟｰﾄ(0685551),,,,,1400000,,,,1400000,16271477,資金移動(きらぼしｻﾎﾟｰﾄ→きらぼし経理),,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/31,80,令和6年12月9日,869548,,NO,,,[振伝],,,,,売掛金,(同)ｼｴｽﾀ,,,,85800,,,,85800,16357277,(同)ｼｴｽﾀ　ｱﾌｨﾘｴｲﾄ売上　手数料相殺後　11月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/31,167,令和7年1月7日,901572,,NO,,,[振伝],,,,,売掛金,㈱ﾌｧｲﾅﾝｼｬﾙｲﾝﾃﾘｼﾞｪﾝｽ,,,,4557,,,,4557,16361834,㈱ﾌｧｲﾅﾝｼｬﾙｲﾝﾃﾘｼﾞｪﾝｽ　紹介報酬　TheCatch　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/31,193,令和7年1月15日,909790,,NO,,,[振伝],,,,,諸口,,,,,24942,,,,24942,16386776,㈱ﾋﾞｼﾞｮﾅﾘｰﾏｰｹﾃｨﾝｸﾞ　紹介報酬　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/1/31,200,令和7年1月20日,911087,,NO,,,[振伝],,,,,きらぼし/給与(0689559),,,,,,,6000000,,-6000000,10386776,資金移動(きらぼし経理→きらぼし給与),,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/6,255,令和7年2月6日,916728,,NO,,,[振伝],,,,,きらぼし/ｻﾎﾟｰﾄ(0685551),,,,,1600000,,,,1600000,11986776,資金移動(きらぼしｻﾎﾟｰﾄ→きらぼし経理),,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/10,219,令和7年1月31日,913092,,NO,,,[振伝],,,,,未払金,1月販管費,,,,,,5500,,-5500,11981276,きらぼしﾋﾞｼﾞﾈｽﾈｯﾄ　利用料　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/10,219,令和7年1月31日,913093,,NO,,,[振伝],,,,,未払金,1月販管費,,,,,,2200,,-2200,11979076,きらぼし外為ﾈｯﾄ　利用料　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/10,226,令和7年2月4日,913287,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,3080,,-3080,11975996,給与振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/10,254,令和7年2月12日,918461,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,11975556,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/14,196,令和7年2月17日,920366,,NO,,,[振伝],,,,,諸口,,,,,742513,,,,742513,12718069,"㈱TED　立替金,販売報酬　12月",,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/15,270,令和7年2月17日,920025,,NO,,,[振伝],,,,,受取利息,銀行預金,,非課売上,,8284,,,,8284,12726353,受取利息,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/17,163,令和7年2月4日,913348,,NO,,,[振伝],,,,,売掛金,㈱ｲﾝﾀｰｽﾍﾟｰｽ(ｱｸｾｽﾄﾚｰﾄﾞ),,,,15400,,,,15400,12741753,㈱ｲﾝﾀｰｽﾍﾟｰｽ(ｱｸｾｽﾄﾚｰﾄﾞ)　紹介報酬　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/21,264,令和7年2月13日,919696,,NO,,,[振伝],,,,,みずほ/神田駅前決2386791,,,,,30000000,,,,30000000,42741753,資金移動(みずほ→きらぼし経理),,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,131,令和7年2月20日,921474,,NO,,,[振伝],,,,,未払金,12月業務提携費,,,,,,5994,,-5994,42735759,㈱ｽｶｲ　業務提携費　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,131,令和7年2月20日,921475,,NO,,,[振伝],,,,,未払金,12月業務提携費,,,,,,275,,-275,42735484,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,131,令和7年2月20日,921476,,NO,,,[振伝],,,,,未払金,12月業務提携費,,,,,,9908,,-9908,42725576,㈱Fied　業務提携費　12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,131,令和7年2月20日,921477,,NO,,,[振伝],,,,,未払金,12月業務提携費,,,,,,275,,-275,42725301,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,131,令和7年2月20日,921478,,NO,,,[振伝],,,,,諸口,,,,,,,911432,,-911432,41813869,(同)ｼｴｽﾀ　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,131,令和7年2月20日,921483,,NO,,,[振伝],,,,,諸口,,,,,,,440,,-440,41813429,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,131,令和7年2月20日,921484,,NO,,,[振伝],,,,,諸口,,,,,,,290448,,-290448,41522981,㈱ｸｲﾝﾋﾞｰ　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,131,令和7年2月20日,921487,,NO,,,[振伝],,,,,諸口,,,,,,,440,,-440,41522541,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,131,令和7年2月20日,921488,,NO,,,[振伝],,,,,諸口,,,,,,,654132,,-654132,40868409,東川高子　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,131,令和7年2月20日,921491,,NO,,,[振伝],,,,,諸口,,,,,,,440,,-440,40867969,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,131,令和7年2月20日,921492,,NO,,,[振伝],,,,,諸口,,,,,,,126034,,-126034,40741935,ﾄﾘｵｱｾｯﾄﾏﾈｼﾞﾒﾝﾄ㈱　合計　,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,131,令和7年2月20日,921496,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,40741495,振込手数料(RES負担)　,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,131,令和7年2月20日,921497,,NO,,,[振伝],,,,,諸口,,,,,,,82143,,-82143,40659352,ｽﾄｯｸｼﾞｬｰﾅﾙ㈱　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,131,令和7年2月20日,921499,,NO,,,[振伝],,,,,諸口,,,,,,,440,,-440,40658912,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,131,令和7年2月20日,921500,,NO,,,[振伝],,,,,諸口,,,,,,,325162,,-325162,40333750,二階堂直樹　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,131,令和7年2月20日,921503,,NO,,,[振伝],,,,,諸口,,,,,,,440,,-440,40333310,振込手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,131,令和7年2月20日,921504,,NO,,,[振伝],,,,,諸口,,,,,,,19073,,-19073,40314237,㈱rewrite　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,131,令和7年2月20日,921508,,NO,,,[振伝],,,,,諸口,,,,,,,275,,-275,40313962,振込手数料,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,131,令和7年2月20日,921509,,NO,,,[振伝],,,,,諸口,,,,,,,2438,,-2438,40311524,㈱JUNG 業務提携費 12月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,131,令和7年2月20日,921511,,NO,,,[振伝],,,,,諸口,,,,,,,275,,-275,40311249,振込手数料,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,153,令和7年2月20日,921790,,NO,,,[振伝],,,,,諸口,,,,,697017,,,,697017,41008266,㈱ｼﾞｪｲ･ｱｲ･ｴｽ　ﾏｰｹﾃｨﾝｸﾞ代行費・立替金　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,195,令和7年2月13日,919671,,NO,,,[振伝],,,,,諸口,,,,,,,6992500,,-6992500,34015766,8 BOX PTE. LTD.　業務提携費　11月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,195,令和7年2月13日,919673,,NO,,,[振伝],,,,,諸口,,,,,,,7500,,-7500,34008266,8 BOX PTE. LTD.　業務提携費　11月　　海外送金手数料(先方負担),,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,201,令和7年2月25日,922318,,NO,,,[振伝],,,,,諸口,,,,,,,5256202,,-5256202,28752064,PEAK ONE. LLC　合計,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,201,令和7年2月25日,922326,,NO,,,[振伝],,,,,諸口,,,,,,,6866,,-6866,28745198,海外送金手数料　先方負担,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,201,令和7年2月25日,922327,,NO,,,[振伝],,,,,支払手数料,海外送金手数料,,,,,,262,,-262,28744936,海外送金手数料　差額自社負担,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921647,,NO,,,[振伝],,,,,諸口,,,,,,,344683,,-344683,28400253,㈱ｼﾞｪｲ･ｱｲ･ｴｽ　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921651,,NO,,,[振伝],,,,,未払金,1月販管費,,,,,,4950,,-4950,28395303,㈱MIOﾜｰｸｽ　商品保管料・在庫管理費　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921652,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,275,,-275,28395028,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921653,,NO,,,[振伝],,,,,未払金,1月販管費,,,,,,4000000,,-4000000,24395028,(同)KUWADATE　ﾏｰｹﾃｨﾝｸﾞｺﾝｻﾙﾃｨﾝｸﾞ報酬　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921654,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,24394588,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921655,,NO,,,[振伝],,,,,諸口,,,,,,,44895,,-44895,24349693,山岸優希　ﾒﾃﾞｨｱﾃﾞｨﾚｸｼｮﾝ費･広告運用代行　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921658,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,24349253,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921659,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,24349253,牧浦匠孝　動画撮影業務　1月　齊藤先生,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921662,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,0,,0,24349253,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921663,,NO,,,[振伝],,,,,諸口,,,,,,,71832,,-71832,24277421,李彩玲　ﾏｰｹﾃｨﾝｸﾞ業務等　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921666,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,24276981,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921667,,NO,,,[振伝],,,,,諸口,,,,,,,250000,,-250000,24026981,(同)ﾌﾟﾛﾗﾘｰ 老皇平　ﾏｰｹﾃｨﾝｸﾞ業務　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921670,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,24026541,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921671,,NO,,,[振伝],,,,,諸口,,,,,,,291502,,-291502,23735039,並木優佳　WEB制作・立替交通費　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921677,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,23734599,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921678,,NO,,,[振伝],,,,,諸口,,,,,,,15467,,-15467,23719132,坂田朱里　WEB制作業務･立替交通費　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921681,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,275,,-275,23718857,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921682,,NO,,,[振伝],,,,,諸口,,,,,,,44895,,-44895,23673962,福本明里　WEB制作業務･立替交通費　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921685,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,23673522,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921686,,NO,,,[振伝],,,,,諸口,,,,,,,315810,,-315810,23357712,榎本健志朗　WEB制作業務･立替交通費　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921692,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,23357272,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921693,,NO,,,[振伝],,,,,諸口,,,,,,,213889,,-213889,23143383,藤井信行　WEB制作業務　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921696,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,23142943,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921697,,NO,,,[振伝],,,,,諸口,,,,,,,269370,,-269370,22873573,井上亮平　WEB制作業務　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921700,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,22873133,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921701,,NO,,,[振伝],,,,,未払金,1月販管費,,,,,,38850,,-38850,22834283,一ノ瀬友啓　WEB制作業務　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921702,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,22833843,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921703,,NO,,,[振伝],,,,,諸口,,,,,,,89790,,-89790,22744053,冨永明子　ﾏｰｹﾃｨﾝｸﾞ業務等　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921706,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,22743613,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921707,,NO,,,[振伝],,,,,未払金,1月販管費,,,,,,100000,,-100000,22643613,石垣吉規　SEO対策費用　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921708,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,22643173,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921709,,NO,,,[振伝],,,,,未払金,1月販管費,,,,,,173138,,-173138,22470035,秋池沙織　顧客対応業務　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921710,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,22469595,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921711,,NO,,,[振伝],,,,,諸口,,,,,,,121217,,-121217,22348378,紙谷仁　動画編集業務　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921718,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,22347938,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921719,,NO,,,[振伝],,,,,諸口,,,,,,,20203,,-20203,22327735,池松暖仁　動画編集業務　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921722,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,275,,-275,22327460,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921723,,NO,,,[振伝],,,,,諸口,,,,,,,11699,,-11699,22315761,樋口勇輝　動画編集業務　1月　風間先生,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921727,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,275,,-275,22315486,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921728,,NO,,,[振伝],,,,,未払金,1月販管費,,,,,,29150,,-29150,22286336,㈱ｸﾘｰﾄ　動画制作費用　1月　自社,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921729,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,275,,-275,22286061,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921730,,NO,,,[振伝],,,,,諸口,,,,,,,41912,,-41912,22244149,ﾊｰﾓﾆｰｳﾞｫｲｽ中村麻里　(同)ｼｴｽﾀ　委託費･立替経費 1月 自社100%負担,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921733,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,22243709,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921734,,NO,,,[振伝],,,,,諸口,,,,,,,110550,,-110550,22133159,中西智広　Mr.Kﾏﾈｰｼﾞｬｰ業務　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921737,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,22132719,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921738,,NO,,,[振伝],,,,,未払金,1月販管費,,,,,,500000,,-500000,21632719,(同)Stella ﾏｰｹﾃｨﾝｸﾞｺﾝｻﾙﾃｨﾝｸﾞ業務　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921739,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,21632279,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921740,,NO,,,[振伝],,,,,未払金,1月販管費,,,,,,33000,,-33000,21599279,㈱E-Voice　ｽﾄｯｸｼﾞｬｰﾅﾙ㈱　動画出演料　1月　自社100%負担,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921741,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,21598839,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921742,,NO,,,[振伝],,,,,未払金,1月販管費,,,,,,44000,,-44000,21554839,㈱ﾗｯｼｭ　(同)ｼｴｽﾀｾﾐﾅｰ司会　1月　自社100％負担,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921743,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,21554399,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921744,,NO,,,[振伝],,,,,諸口,,,,,,,190892,,-190892,21363507,㈱ASUPARA　営業代行費･郵送費･通話料　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921749,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,21363067,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921750,,NO,,,[振伝],,,,,外注費,ｵｰﾄﾏﾁｯｸﾄﾚｰﾄﾞ㈱,,課対仕入10%,内税,,,220000,,-220000,21143067,ｵｰﾄﾏﾁｯｸﾄﾚｰﾄﾞ㈱　ｽｸﾘｰﾆﾝｸﾞｿﾌﾄ月額利用料　2月　PEAK ONE. LLC,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921751,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,21142627,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921752,,NO,,,[振伝],,,,,未払金,ﾊﾞﾘｭｰｸﾘｴｰｼｮﾝ㈱,,,,,,444935,,-444935,20697692,ﾊﾞﾘｭｰｸﾘｴｰｼｮﾝ㈱　広告費･運用費　1月　(同)ｼｴｽﾀ,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921753,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,20697252,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921754,,NO,,,[振伝],,,,,諸口,,,,,,,781000,,-781000,19916252,㈱DYMｷｬﾘｱ　業務委託費　2月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921757,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,課対仕入10%,内税,,,440,,-440,19915812,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921758,,NO,,,[振伝],,,,,諸口,,,,,,,49895,,-49895,19865917,法律事務所ｲｵﾀ前川晶　顧問報酬　2月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921761,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,共対仕入10%,内税,,,440,,-440,19865477,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921762,,NO,,,[振伝],,,,,諸口,,,,,,,24948,,-24948,19840529,降旗登税理士事務所　顧問報酬　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921766,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,共対仕入10%,内税,,,275,,-275,19840254,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921767,,NO,,,[振伝],,,,,未払金,1月販管費,,,,,,33000,,-33000,19807254,税理士法人TM総合会計事務所　顧問報酬　1月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921768,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,共対仕入10%,内税,,,440,,-440,19806814,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921769,,NO,,,[振伝],,,,,諸口,,,,,,,334532,,-334532,19472282,㈱DYM　和田顧問　顧問料　2月,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921773,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,共対仕入10%,内税,,,440,,-440,19471842,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921774,,NO,,,[振伝],,,,,諸口,,,,,,,33963,,-33963,19437879,三友ｻｰﾋﾞｽ㈱　ｶﾂﾐﾋﾞﾙ電気料金(2024/12/27-2025/1/29),,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921777,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,共対仕入10%,内税,,,440,,-440,19437439,振込手数料,適格,100%,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921778,,NO,,,[振伝],,,,,諸口,,,,,,,0,,0,19437439,ｶﾂﾐﾋﾞﾙ管理組合 ｶﾂﾐﾋﾞﾙ水道料金,,,,,
[明細行],,きらぼし/経理(0685540),,2025/2/25,216,令和7年2月20日,921781,,NO,,,[振伝],,,,,支払手数料,国内振込･引出手数料,,共対仕入10%,内税,,,0,,0,19437439,振込手数料,適格,100%,,,
